geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1373246.95089487, Y: 5690393.47182128, Z: NaN",HOTEL BELLA VENEZIA,HOTEL SAN LUCA SRL,"SAN MARCO,4710",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,0412960833     ,info@hotelsanlucavenice.com,CENTRO STORICO,0,24,56
"X: 1372985.35181713, Y: 5689874.22312947, Z: NaN",HOTEL TORINO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2356",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,17,24
"X: 1373386.92268921, Y: 5690231.34457963, Z: NaN",HOTEL NOEMI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,909",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,23
"X: 1372778.76576699, Y: 5689916.93457145, Z: NaN",HOTEL SAN MAURIZIO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2624",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,21
"X: 1373105.32322977, Y: 5690467.66909251, Z: NaN",A LA COMMEDIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4596/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,35,66
"X: 1373604.11299322, Y: 5690334.75427716, Z: NaN",HOTEL DIANA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,449",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,27,50
"X: 1372884.6415983, Y: 5690178.28826974, Z: NaN",PICCOLA FENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3614",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,7,21
"X: 1372688.90736159, Y: 5689776.11043547, Z: NaN",HOTEL DEI DRAGOMANNI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2711",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,22,48
"X: 1373276.02094441, Y: 5690364.80762359, Z: NaN",HOTEL GORIZIA A LA VALIGIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4696/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,44,88
"X: 1373175.47654179, Y: 5689932.57652212, Z: NaN",VIOLINO D'ORO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,2091",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,26,46
"X: 1373296.92665, Y: 5690033.93889721, Z: NaN",HOTEL CASANOVA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1284",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,50,97
"X: 1373273.43202055, Y: 5690011.04222395, Z: NaN",HOTEL FIRENZE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1490",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,25,47
"X: 1372526.62695857, Y: 5690160.24707521, Z: NaN",SAN SAMUELE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3358",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,20
"X: 1373716.63062882, Y: 5690325.8521669, Z: NaN",HOTEL AL PONTE DEI SOSPIRI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,381",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,25
"X: 1372661.00142181, Y: 5690152.01853234, Z: NaN",PALAZZO KELLER,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,3522",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,21,42
"X: 1373028.80224161, Y: 5690159.93123527, Z: NaN",HOTEL ATENEO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1876",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,20,39
"X: 1372974.52636188, Y: 5690142.50498246, Z: NaN",DUODO PALACE DEPANDANCE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1902",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,amministrazione@benzonsrl.it,CENTRO STORICO,0,9,20
"X: 1373594.38297128, Y: 5690290.40645244, Z: NaN",HOTEL AI DO MORI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,658",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,11,20
"X: 1373276.68504901, Y: 5690361.93796184, Z: NaN",PALACE BONVECCHIATI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,4680",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,70,169
"X: 1373610.27905873, Y: 5690293.05405195, Z: NaN",HOTEL CONCORDIA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,367",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,51,102
"X: 1373079.38869827, Y: 5690132.88846537, Z: NaN",HOTEL BECHER,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,1857",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,20
"X: 1373036.72133811, Y: 5690017.27384814, Z: NaN",HOTEL DELL'OPERA,OPERA S.R.L.,"SAN MARCO,2009",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,0415205243     ,info@hoteldelloperavenice.com,CENTRO STORICO,0,15,43
"X: 1373138.28841761, Y: 5690598.6664879, Z: NaN",EGO'  HOTEL THE SILK ROAD,NEWPROJECTION SRL,"SAN MARCO,4794",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,3663679703     ,info@egovenice.com,CENTRO STORICO,0,7,16
"X: 1373481.08019645, Y: 5690429.36021038, Z: NaN",HOTEL CITTA' DI MILANO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SAN MARCO,590",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,22,40
