geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1372599.3301206, Y: 5691996.13390595, Z: NaN",AI MORI D'ORIENTE,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3319",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,18,42
"X: 1371881.14349008, Y: 5691497.83122208, Z: NaN",HOTEL CAPRERA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,219",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,14,24
"X: 1373240.41466355, Y: 5691210.69276368, Z: NaN",HOTEL BERNARDI SEMENZATO,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4363",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,0415227257     ,info@hotelbernardi.com,CENTRO STORICO,0,14,24
"X: 1373702.14571097, Y: 5691329.60484627, Z: NaN",CASA BOCCASSINI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5295",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,10,19
"X: 1371956.19626582, Y: 5691753.33479686, Z: NaN",RADISSON COLLECTION PALAZZO NANI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,1105",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,52,103
"X: 1373331.8243814, Y: 5691192.80239836, Z: NaN",HOTEL MEZZO POZZO,LHOTEL SRL,"CANNAREGIO,4529",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,0412411496     ,hotelnewmezzopozzo@gmail.com,CENTRO STORICO,0,9,20
"X: 1371921.22121628, Y: 5691468.45327797, Z: NaN",ADUA HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,233/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,2 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,13,24
"X: 1373393.66741191, Y: 5690913.24263697, Z: NaN",HOTEL MALIBRAN,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,5864",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,29,51
"X: 1372012.16086861, Y: 5691605.61251035, Z: NaN",ALBERGO AL GOBBO,ORLOVAZ SONIA,"CANNAREGIO,315",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,1 STELLA,041715001      ,info@albergoalgobbo.it,CENTRO STORICO,0,10,17
"X: 1372578.54085174, Y: 5691682.95130861, Z: NaN",HOTEL CANNAREGIO 2357,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,2357",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,3 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,8,12
"X: 1372670.69782605, Y: 5692127.63188019, Z: NaN",GRAND HOTEL DEI DOGI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,3496",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,5 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,64,157
"X: 1373162.52153626, Y: 5691304.67657861, Z: NaN",PALAZZO ABADESSA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4011",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE SUPERIOR,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,25
"X: 1373162.52153626, Y: 5691304.67657861, Z: NaN",HOTEL PALAZZO ABADESSA,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,4011",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,15,24
"X: 1371746.56032065, Y: 5691298.59005351, Z: NaN",HOTEL BELLINI,PUBBLICAZIONE DATO NON AUTORIZZATA,"CANNAREGIO,116",PUBBLICAZIONE DATO NON AUTORIZZATA,ALBERGHI-ALBERGHI DIFFUSI,STRUTTURE RICETTIVE ALBERGHIERE,4 STELLE,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,100,207
