FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
4813,1014608,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1014671,RESIDENZA SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,1754,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,1754",16000,44890,270420129,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9088,12.3361027665158,45.4346910805588
2798,1005029,RESIDENZA GOLDONI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,10389,RESIDENZA GOLDONI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,5,8,16000,5232,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,5232",16000,44930,270420142,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6470,12.3370558037828,45.4371304025879
499,1004750,OPERA FIDES INTREPIDA CASA CARDINAL PIAZZA,info@casacardinalpiazza.org,1610,CASA CARDINAL PIAZZA - CASA PER FERIE,PUBBLICAZIONE DATO NON AUTORIZZATA,24,48,2780,3539,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,2,L,2 LEONI,"CANNAREGIO,3539/A",2780,51750,270420560,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2011,12.334019017388,45.4454108922712
2944,1005276,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11458,LOCANDA ART DECO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,2966,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2966",16000,40731,270420065,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3403,12.3304261472132,45.4338287312698
2938,1000888,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1979,B&B CA'DOR,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,2780,4517,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CANNAREGIO,4517",2780,54000,270420674,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3391,12.3371597949884,45.4406501788829
2328,1004452,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1170,CA SANT AGOSTIN,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16210,2250,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SAN POLO,2250",16210,70800,270420875,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5161,12.3288771880258,45.4393537872023
3631,1004907,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2065,CASA DEL CONTE,PUBBLICAZIONE DATO NON AUTORIZZATA,1,4,3190,4400,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"CASTELLO,4400",3190,35670,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5343,12.3410614510797,45.4359617719186
236,1004934,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2647,CA' SAN MARCUOLA 2,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,2780,1763,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,1763",2780,51510,270420488,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1575,12.3289874028815,45.4429238795625
1564,1015745,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015823,ALLOGGI LUCIA STEFANI 2,PUBBLICAZIONE DATO NON AUTORIZZATA,3,4,2780,192,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,192",2780,57020,270420470,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1127,12.3242262427275,45.4423813961687
259,1005512,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8356,ARTISTI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,2780,99,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,99/B",2780,55690,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1609,12.3211957007411,45.4424588484224
3184,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2770,PALAZZETTO SAN LIO PALAZZO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,4,3190,5715,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5715",3190,32660,270420195,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3809,12.3395987295906,45.4376442497767
3765,1000662,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1682,B&B CA' DEL FORNO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,16210,1421,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"SAN POLO,1421/A",16210,70420,270420829,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5588,12.3313002214916,45.4369947946085
3422,1006269,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009273,B&B ACQUA AZZURRA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,6,3190,4464,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"CASTELLO,4464",3190,31240,270420251,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4240,12.342206292705,45.4356585468694
2082,1017007,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017014,B&B QUERINI SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,3190,3520,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,3520",3190,30150,270420275,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4710,12.3474356463988,45.4355181422597
3316,1004949,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,24,OLTRE IL GIARDINO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,15,16210,2542,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN POLO,2542",16210,70890,270420883,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4051,12.3277271269743,45.4378050939176
230,1009564,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011774,APPARTAMENTO RACHELE,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,2780,5122,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,5122",2780,52950,270420726,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1567,12.3408179712859,45.4423150406674
4999,1005697,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2113,CASA DEI PITTORI CA' GUARDI,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,15610,1032,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1032/A",15610,76990,270420955,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9175,12.327084470294,45.4392213689606
2629,1005204,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2119,AL REDENTORE DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,8,20,8750,234,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"GIUDECCA (VENEZIA),234",8750,64300,270423800,0270425020,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6301,12.329136873187,45.4255844284985
3957,1005027,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1409,DIMORA MARAVEGIE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,7070,1014,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"DORSODURO,1014",7070,64470,270421112,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5942,12.3269671394757,45.4316952637124
4504,1004695,E.A.S.T SRL,info@hotelalnuovoteson.com,1017405,AL BAILO DI VENEZIA,PUBBLICAZIONE DATO NON AUTORIZZATA,11,18,3190,5056,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CASTELLO,5056",3190,36420,270420236,0270425002,1,1,1,0415205555,8920,12.3442167569366,45.4370844106704
5285,1004766,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1041,ANTARES,PUBBLICAZIONE DATO NON AUTORIZZATA,2,2,16000,695,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,695",16000,44850,270420004,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9319,12.3387719717083,45.4354714320673
4057,1003835,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,88,BED AND BREAKFAST YOU AND ME,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,16210,1459,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SAN POLO,1459/A",16210,71750,270420837,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9812,12.3309676438326,45.4372343077462
2975,1005039,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1028,SAN LIO TOURIST HOUSE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,3190,5607,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CASTELLO,5607",3190,36690,270420176,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3463,12.3380842643913,45.4375801916195
3568,1004907,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2063,CÀ DEL CONTE 3,PUBBLICAZIONE DATO NON AUTORIZZATA,5,10,3190,4428,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CASTELLO,4428",3190,35670,270420255,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4501,12.340991489358,45.436088771949
4303,1005012,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1623,CASA NICOLO PRIULI II,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,3190,4984,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CASTELLO,4984",3190,34370,270420236,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6726,12.3440604962499,45.4357843397734
4993,1005697,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2116,CASA DEI PITTORI DIMORA CANALETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,15610,1032,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1032/A",15610,76990,270420955,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9172,12.327084470294,45.4392213689606
748,1013004,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013006,LOCANDA RUGA RIALTO,PUBBLICAZIONE DATO NON AUTORIZZATA,5,11,16210,1016,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN POLO,1016",16210,71480,270420782,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2419,12.3334210845711,45.4380198295429
4398,1005272,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4017,CA GIUSTINIAN LOLIN II,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,16000,2896,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2896",16000,42140,270420063,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6875,12.3289573417487,45.4325240897725
3402,1005280,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,12684,LOCANDA POSTE VECIE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16210,1612,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN POLO,1612",16210,72670,270420811,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4202,12.3332067772387,45.4396459656111
4017,1004872,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1551,GUERRATINO,PUBBLICAZIONE DATO NON AUTORIZZATA,5,14,16210,240,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN POLO,240/A",16210,73440,270420786,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9772,12.3346076733359,45.4393647650309
2861,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2938,PALAZZETTO SAN LIO AFFRESCO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,3190,5715,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5715",3190,32660,270420195,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3261,12.3395987295906,45.4376442497767
1953,1005638,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9593,PICCOLO VECELLIO,PUBBLICAZIONE DATO NON AUTORIZZATA,4,6,2780,5151,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,5151/A",2780,52950,270420726,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3090,12.3403771031447,45.4416865503326
2002,1009524,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009525,BED AND BREAKFAST,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,7070,2937,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"DORSODURO,2937/B",7070,65410,270421062,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4558,12.3230728058363,45.4343907205156
4733,1005318,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11672,PARUTA HOUSE 603,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16000,3569,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,3569",16000,41530,270420105,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9458,12.3324840853503,45.4340089178658
505,1010316,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1014529,OSCAR SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,2780,786,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,786",2780,53210,270420452,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2023,12.3188779064778,45.4458209169437
777,1005180,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2010,APPARTAMENTO SANTA CROCE 2151,PUBBLICAZIONE DATO NON AUTORIZZATA,3,4,15610,2151,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SANTA CROCE,2151",15610,76170,270420903,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2480,12.3300362801522,45.4391127068106
1773,1005088,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1044,CORTE NOVA,PUBBLICAZIONE DATO NON AUTORIZZATA,10,26,3190,2869,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,2869",3190,34130,270420296,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2793,12.3461147508364,45.4370054746179
256,1005577,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9293,CASA MARTINI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,5,9,2780,1314,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,1314",2780,53820,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1601,12.3260737849987,45.4438923722636
5305,1004528,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,6497,APPARTAMENTO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,3190,5123,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CASTELLO,5123",3190,36400,270420238,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9329,12.3434811447796,45.4373152824452
4335,1005111,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,15,CA' ANGELI 2,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16210,1434,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"SAN POLO,1434",16210,74000,270420830,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6758,12.3312841415564,45.4367523392567
3098,1015218,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017621,CA' MOROSINI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,16000,3465,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,3465",16000,44690,270420079,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3672,12.3307052903345,45.4338208294316
2849,1004702,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2927,CORTE BAROZZI VENICE SUITES 100,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,2155,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,2155",16000,40560,270420035,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3246,12.3355113568607,45.4324962107972
5168,1005424,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7944,PRIMALUCE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,7070,3960,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"DORSODURO,3960",7070,65660,270421073,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9683,12.3254413321436,45.4359987040913
3496,1005602,BENVENUTI A VENEZIA S.R.L.,benvenutiavenezia@gmail.com,8427,B&B VISTA SUL CANAL GRANDE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,11,15610,1265,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SANTA CROCE,1265",15610,78380,270420959,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4376,12.3261880350356,45.4418151487896
2463,1008069,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013892,CA' DEL TENTOR,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,15610,1810,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"SANTA CROCE,1810/A",15610,78040,270420925,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6132,12.329110836985,45.4407139120299
642,1004791,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1006276,LA PALAZZINA VENEZIANA,PUBBLICAZIONE DATO NON AUTORIZZATA,5,10,2780,1510,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,1510",2780,56370,270420479,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2245,12.3258344418474,45.4436557011197
4329,1004990,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9003,BRAGOZZO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,580,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,580",16000,42520,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6752,12.3379095305943,45.4361085594854
3035,1004701,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2000,CA' RIALTO DUE,PUBBLICAZIONE DATO NON AUTORIZZATA,3,9,16000,5134,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,5134",16000,41140,270420164,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3570,12.3360241331838,45.437545853965
1567,1005320,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11208,MADAMA,PUBBLICAZIONE DATO NON AUTORIZZATA,8,23,2780,3604,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,3604",2780,56180,270420613,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1132,12.3344652832254,45.4427461956061
239,1004641,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1398,AFFITTACAMERE AL MILION,PUBBLICAZIONE DATO NON AUTORIZZATA,6,9,2780,5885,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,5885/A",2780,57270,270420697,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1580,12.3375107739041,45.4390793851238
1753,1005000,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,308,VILLA GABRIELLA APARTMENTS,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,9320,12,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"VIA ISTRIA,12",9320,9320,270421310,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2762,12.3719388130875,45.4104809429481
3204,1005126,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1801,GRECALE 2,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,16000,603,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,603",16000,44240,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3846,12.3383731788691,45.4358174643679
