FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
4377,1004649,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1787,ALBERGO SAN MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA,56,95,16000,877,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,877",16000,41710,270420017,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6854,12.3377272689407,45.4345788644066
4767,1005701,ASSASTAR SRL,hoteloriobeatrice@gmail.com,11740,HOTEL ORIO,PUBBLICAZIONE DATO NON AUTORIZZATA,25,48,2270,10,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"STRADA CASA ROSSA,10",2270,2270,270421448,0270425050,3,2,2,3883930055,9476,12.3193384412356,45.3489198871226
190,1005512,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012347,HOTEL FLORIDA,PUBBLICAZIONE DATO NON AUTORIZZATA,22,31,2780,106,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,106",2780,55690,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1501,12.3219959148517,45.4419060611851
1186,1005128,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2710,HOTEL GIARDINETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,13,24,16040,3,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"PIAZZALE SANTA MARIA ELISABETTA,3",16040,16040,270421277,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,475,12.3691531661937,45.4176812596017
3748,1006012,HOTEL VILLA ROSA S.N.C DI MARAZZI MARTINA & C.,info@villarosahotel.com,11613,HOTEL VILLA ROSA,PUBBLICAZIONE DATO NON AUTORIZZATA,32,68,2780,389,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,389",2780,55110,270420463,0270425009,1,1,1,041716569,5558,12.3222250839935,45.4429297071871
3485,1004909,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1326,LOCANDA REMEDIO DEPENDANCE COLOMBINA,PUBBLICAZIONE DATO NON AUTORIZZATA,11,23,3190,4412,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4412",3190,35750,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4355,12.3406211962907,45.4358235236009
1000,1004827,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1970,HOTEL CASTELLO,PUBBLICAZIONE DATO NON AUTORIZZATA,26,45,3190,4365,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4365",3190,32320,270420254,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,200,12.3415199652039,45.4354486997365
516,1005318,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2768,HOTEL PALAZZO PARUTA,PUBBLICAZIONE DATO NON AUTORIZZATA,19,29,16000,3824,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN MARCO,3824",16000,42010,270420081,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2044,12.3313551512217,45.4343413615894
2543,1005391,PUBBLICAZIONE DATO NON AUTORIZZATA,info@adplacevenice.com,3265,AD PLACE VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,12,22,16000,2557,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN MARCO,2557/A",16000,41770,270420046,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6215,12.3328685948597,45.4332076384749
1547,1009321,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009432,CA' DI DIO,PUBBLICAZIONE DATO NON AUTORIZZATA,66,132,3190,2181,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"CASTELLO,2181",3190,30720,270420315,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1096,12.3488514059764,45.4330839923514
4203,1005066,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2048,HOTEL LE ISOLE,PUBBLICAZIONE DATO NON AUTORIZZATA,12,27,3190,4661,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4661",3190,37980,270420259,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6538,12.342226213734,45.4348377630706
4644,1010573,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010574,HOTEL CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,16,25,15610,553,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SANTA CROCE,553",15610,77530,270420975,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9411,12.3210775001974,45.4393135947333
3562,1005134,VILLA PANNONIA S.R.L.,info@hotelvillapannonia.it,1076,HOTEL VILLA PANNONIA,PUBBLICAZIONE DATO NON AUTORIZZATA,30,58,7020,48,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"VIA DOGE DOMENICO MICHIEL,48",7020,7020,270421304,0270425048,3,2,2,0415260162,4495,12.3722234903689,45.4152670432867
5191,1009995,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010051,HOTEL SALUTE PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,43,73,7070,222,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE SUPERIOR,"DORSODURO,222",7070,60800,270421139,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9272,12.3327629633607,45.4298338806559
3170,1004973,PUBBLICAZIONE DATO NON AUTORIZZATA,amministrazione@benzonsrl.it,1388,DUODO PALACE HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,38,75,16000,1887,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN MARCO,1887",16000,44760,270420102,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3789,12.334003643904,45.4343967891092
1006,1005090,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3468,HOTEL VILLA LAGUNA,PUBBLICAZIONE DATO NON AUTORIZZATA,19,54,8370,6,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"VIA SANDRO GALLO,6",8370,8370,270421296,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,206,12.3677916328559,45.4163714631778
2142,1004947,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1619,HOTEL PALAZZO PRIULI,PUBBLICAZIONE DATO NON AUTORIZZATA,10,22,3190,4979,B,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CASTELLO,4979/B",3190,31970,270420235,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4815,12.3436333144389,45.4357976752917
4186,1004747,HOTEL MERCURIO S.R.L.,info@hotelmercurio.com,2288,HOTEL MERCURIO,PUBBLICAZIONE DATO NON AUTORIZZATA,28,56,16000,1848,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,1848",16000,42040,270420029,0270425001,1,1,1,0415220947,6521,12.3344940007466,45.4341339285881
771,1011016,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011041,HOTEL MIGNON,PUBBLICAZIONE DATO NON AUTORIZZATA,15,25,2780,4535,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,4535",2780,55570,270420673,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2471,12.3368237865713,45.4408439127396
3141,1005428,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4399,ALBERGO CASA PERON,PUBBLICAZIONE DATO NON AUTORIZZATA,11,20,15610,84,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"SANTA CROCE,84",15610,77490,270420976,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3748,12.3237795682291,45.4362952324254
4472,1004627,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,823,HOTEL AL PIAVE,PUBBLICAZIONE DATO NON AUTORIZZATA,8,16,3190,4838,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4838",3190,32830,270420243,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,8888,12.3420207744421,45.4366109720314
2171,1004630,HOTEL TIVOLI DI GARDIN MANUELA GARDIN ROBERTA & C. S.N.C.,info@hoteltivoli.it,1188,HOTEL TIVOLI DI GARDIN MANUELA GARDIN ROBERTA & C. S.N.C.,PUBBLICAZIONE DATO NON AUTORIZZATA,24,41,7070,3838,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"DORSODURO,3838",7070,61800,270421075,0270425016,2,1,1,0415242460,4872,12.3259767615754,45.4356419980056
130,1005633,HS HOTELS,hotel_arielsilva@hotmail.com,9361,HOTEL ARIEL SILVA,PUBBLICAZIONE DATO NON AUTORIZZATA,12,29,2780,1391,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"CANNAREGIO,1391/A",2780,54020,270420521,0270425009,1,1,1,041714773,1402,12.3278085874385,45.4443443474725
4664,1004685,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2308,HOTEL MORESCO,PUBBLICAZIONE DATO NON AUTORIZZATA,23,45,7070,3499,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"DORSODURO,3499",7070,63840,270421047,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9422,12.321330195369,45.4359662890006
4166,1005613,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,10358,HOTEL AL PONTE DEI SOSPIRI,PUBBLICAZIONE DATO NON AUTORIZZATA,13,25,16000,381,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN MARCO,381",16000,44320,270420007,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6501,12.3403064534304,45.4353817974188
4492,1005025,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1570,HOTEL MONACO & GRAND CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,93,176,16000,1332,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SAN MARCO,1332",16000,45300,270420022,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,8908,12.3370021021407,45.4326844022124
3310,1005207,ORLOVAZ SONIA,info@albergoalgobbo.it,2055,ALBERGO AL GOBBO,PUBBLICAZIONE DATO NON AUTORIZZATA,10,17,2780,315,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"CANNAREGIO,315",2780,56220,270420468,0270425009,1,1,1,041715001,4037,12.3249949410613,45.4434483144358
38,1005149,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7620,VENICE TIMES HOTEL,PUBBLICAZIONE DATO NON AUTORIZZATA,29,58,2780,99,D,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CANNAREGIO,99/D",2780,55690,270420465,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1253,12.3214869422297,45.442255191637
2520,1012731,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1012734,HOTEL BECHER,PUBBLICAZIONE DATO NON AUTORIZZATA,14,20,16000,1857,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,1857",16000,42040,270420101,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6192,12.3345820117714,45.4341654188747
2998,1004953,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,527,ALBERGO AI TOLENTINI,PUBBLICAZIONE DATO NON AUTORIZZATA,7,11,15610,197,G,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"SANTA CROCE,197/G",15610,75070,270420975,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3501,12.3222415136283,45.4380082363941
4621,1004915,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1663,HOTEL VILLA EDERA,PUBBLICAZIONE DATO NON AUTORIZZATA,22,42,12510,13,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"VIA NEGROPONTE,13",12510,12510,270421280,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,8998,12.3722466601619,45.4171733258217
3837,1005659,HOTEL AI DUE PRINCIPI S.R.L.,info@hotelaidueprincipi.com,11082,HOTEL AI DUE PRINCIPI,PUBBLICAZIONE DATO NON AUTORIZZATA,15,36,3190,4972,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CASTELLO,4972",3190,34360,270420259,0270425002,1,1,1,0412413979,5713,12.3435345672174,45.4356219768125
4910,1004973,PUBBLICAZIONE DATO NON AUTORIZZATA,amministrazione@benzonsrl.it,1016528,DUODO PALACE DEPANDANCE,PUBBLICAZIONE DATO NON AUTORIZZATA,9,20,16000,1902,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"SAN MARCO,1902",16000,45370,270420102,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9554,12.3336400173764,45.4342260387983
711,1004838,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1082,HOTEL VILLA STELLA,PUBBLICAZIONE DATO NON AUTORIZZATA,12,20,8370,111,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,2,S,2 STELLE,"VIA SANDRO GALLO,111",8370,8370,270421338,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2360,12.3650580981649,45.4066659864772
2231,1005824,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1160,LUNA HOTEL BAGLIONI,PUBBLICAZIONE DATO NON AUTORIZZATA,117,215,16000,1243,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"SAN MARCO,1243",16000,40220,270420021,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4991,12.3372602346348,45.4331030430552
5102,1008317,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1008322,HOTEL LOCANDA CANAL,PUBBLICAZIONE DATO NON AUTORIZZATA,8,17,3190,4422,C,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CASTELLO,4422/C",3190,35670,270420253,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9226,12.3407640238109,45.4362698891182
502,1005331,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8105,HOTEL HEUREKA,PUBBLICAZIONE DATO NON AUTORIZZATA,12,25,2780,3534,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CANNAREGIO,3534",2780,51750,270420560,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2017,12.3334277472118,45.4457260704983
3505,1004641,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1397,HOTEL MALIBRAN,PUBBLICAZIONE DATO NON AUTORIZZATA,29,51,2780,5864,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,5864",2780,57570,270420697,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4390,12.3374052254908,45.4390843488266
30,1004772,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,254,HOTEL SAN ZULIAN,PUBBLICAZIONE DATO NON AUTORIZZATA,22,60,16000,535,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,535",16000,44281,270420013,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1840,12.3384870885842,45.4360994255116
5248,1012997,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013488,HOTEL IL LATO AZZURRO,PUBBLICAZIONE DATO NON AUTORIZZATA,14,31,5205,13,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,1,S,1 STELLA,"VIA DEI FORTI,13",5205,5205,270421601,0270425027,5,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,9723,12.3913530320533,45.4482899894441
1985,1017189,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017194,SAN CLEMENTE DEPANDANCE 3,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,15590,1,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE SUPERIOR,"ISOLA SAN CLEMENTE,1",15590,15590,270420444,0270425007,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3144,12.3350297549587,45.4120380976738
5282,1004626,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1045,HOTEL FLORA,PUBBLICAZIONE DATO NON AUTORIZZATA,40,76,16000,2283,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,2283/A",16000,40640,270420039,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9740,12.3342769704556,45.4325194530894
863,1004738,G.E.A. SRL,sangallo@hotelsangallo.com,1087,HOTEL SAN GALLO,PUBBLICAZIONE DATO NON AUTORIZZATA,12,25,16000,1093,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"SAN MARCO,1093/A",16000,44030,270420017,0270425001,1,1,1,0415227311,63,12.3367480954397,45.43474680759
1799,1004992,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017385,HOTEL GABRIELLI,PUBBLICAZIONE DATO NON AUTORIZZATA,66,131,3190,4109,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,5,S,5 STELLE,"CASTELLO,4109",3190,37090,270420265,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2831,12.3477701877938,45.4336391412418
957,1011879,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1013568,HOTEL VILLA DELLE PALME,PUBBLICAZIONE DATO NON AUTORIZZATA,11,23,4830,12,A,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"VIA ENRICO DANDOLO,12/A",4830,4830,270421292,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,157,12.3685630973074,45.4151317881137
1933,1004665,VALGROSSA SRL,info@hotelmarteebiasin.com,1009352,HOTEL MARTE,PUBBLICAZIONE DATO NON AUTORIZZATA,18,25,2780,338,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE,"CANNAREGIO,338",2780,57735,270420468,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3056,12.3251901912598,45.4436835372385
4020,1004696,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2025,SANTA MARINA,PUBBLICAZIONE DATO NON AUTORIZZATA,20,33,3190,6068,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE,"CASTELLO,6068",3190,36890,270420190,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9775,12.339200936417,45.4383882370263
4687,1005164,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4052,PALAZZO STERN,PUBBLICAZIONE DATO NON AUTORIZZATA,24,49,7070,2792,A,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"DORSODURO,2792/A",7070,66450,270421081,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9435,12.326665999358,45.4331533792459
625,1010149,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010263,HOTEL PAGANELLI DIPENDENZA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,10,3190,4687,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,3,S,3 STELLE SUPERIOR,"CASTELLO,4687",3190,36560,270420259,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2218,12.3428804158399,45.4343242635546
4587,1005355,NEWPROJECTION SRL,info@egovenice.com,11909,EGO'  HOTEL THE SILK ROAD,PUBBLICAZIONE DATO NON AUTORIZZATA,7,16,16000,4794,_,CENTRO STORICO,0,STRUTTURE RICETTIVE ALBERGHIERE,ALBERGHI-ALBERGHI DIFFUSI,4,S,4 STELLE SUPERIOR,"SAN MARCO,4794",16000,40960,270420133,0270425001,1,1,1,3663679703,9382,12.3351111169526,45.4371014827858
